Level,Workout_Type,Duration_Min,Calories_Burned,Food_Item,Calories,Protein_g,Carbs_g,Fats_g,Goal,Meal,Workout_Duration_Min,Workout_Calories,Food_Calories,Net_Calories
Intermediate,HIIT,,263.0,Milk,,23.3,54.2,43.2,Muscle Gain,Dinner,88.0,,2929.0,2666.0
Beginner,Yoga,,152.0,Oats,,12.0,265.1,23.9,Weight Loss,Dinner,26.0,,2645.0,2493.0
Advanced,Strength,,376.0,Oats,,69.1,52.4,62.3,Weight Loss,Lunch,51.0,,3438.0,3062.0
Beginner,HIIT,,535.0,Oats,,51.4,276.1,76.6,Fitness,Snack,63.0,,2047.0,1512.0
Intermediate,Strength,,153.0,Oats,,68.8,246.8,39.6,Weight Loss,Lunch,71.0,,2207.0,2054.0
Beginner,HIIT,,482.0,Vegetables,,76.3,227.8,64.2,Fitness,Lunch,53.0,,2634.0,2152.0
Advanced,Yoga,,255.0,Oats,,64.3,164.1,52.6,Muscle Gain,Lunch,78.0,,1973.0,1718.0
Advanced,HIIT,,564.0,Vegetables,,19.8,192.5,72.3,Muscle Gain,Dinner,23.0,,1933.0,1369.0
Beginner,Yoga,,856.0,Fruits,,53.2,85.0,86.3,Fitness,Snack,80.0,,2680.0,1824.0
Intermediate,HIIT,,331.0,Paneer,,66.7,185.2,63.0,Weight Loss,Snack,86.0,,2543.0,2212.0
Intermediate,Cardio,,732.0,Egg,,49.7,147.2,51.0,Fitness,Breakfast,49.0,,1214.0,482.0
Advanced,Strength,,181.0,Vegetables,,19.5,229.4,40.0,Fitness,Lunch,40.0,,1774.0,1593.0
Beginner,Yoga,,496.0,Fish,,17.0,222.7,51.3,Weight Loss,Lunch,39.0,,1785.0,1289.0
Beginner,Strength,,529.0,Vegetables,,16.1,174.1,59.0,Muscle Gain,Breakfast,28.0,,2357.0,1828.0
Intermediate,Strength,,702.0,Milk,,78.5,260.3,56.7,Fitness,Breakfast,71.0,,3263.0,2561.0
Advanced,Strength,,227.0,Fruits,,46.5,259.5,57.1,Fitness,Dinner,46.0,,2727.0,2500.0
Advanced,Cardio,,738.0,Vegetables,,17.6,220.7,58.0,Muscle Gain,Lunch,46.0,,2656.0,1918.0
Beginner,HIIT,,161.0,Fruits,,21.8,189.2,85.4,Muscle Gain,Snack,68.0,,3208.0,3047.0
Intermediate,Cardio,,417.0,Vegetables,,12.5,170.1,17.8,Fitness,Lunch,81.0,,2581.0,2164.0
Beginner,Strength,,244.0,Rice,,25.5,133.7,41.0,Muscle Gain,Lunch,39.0,,3461.0,3217.0
Advanced,Strength,,499.0,Paneer,,74.0,188.6,48.2,Fitness,Snack,81.0,,2916.0,2417.0
Intermediate,Cardio,,202.0,Chicken,,75.1,97.5,43.3,Fitness,Breakfast,40.0,,3336.0,3134.0
Intermediate,Strength,,441.0,Oats,,64.1,132.6,79.6,Fitness,Dinner,31.0,,1389.0,948.0
Advanced,Cardio,,360.0,Paneer,,33.8,134.7,24.0,Fitness,Dinner,63.0,,1263.0,903.0
Beginner,Strength,,752.0,Milk,,72.2,273.4,31.9,Muscle Gain,Breakfast,83.0,,2934.0,2182.0
Beginner,Yoga,,605.0,Paneer,,14.8,147.4,30.7,Weight Loss,Breakfast,53.0,,2062.0,1457.0
Beginner,Yoga,,635.0,Oats,,18.2,215.3,64.0,Muscle Gain,Lunch,72.0,,2016.0,1381.0
Beginner,Cardio,,895.0,Egg,,29.8,95.0,37.4,Weight Loss,Breakfast,31.0,,2819.0,1924.0
Intermediate,Cardio,,304.0,Fish,,33.4,265.1,67.3,Fitness,Lunch,41.0,,2042.0,1738.0
Beginner,HIIT,,591.0,Fruits,,39.6,263.7,37.2,Muscle Gain,Breakfast,20.0,,1481.0,890.0
Intermediate,Cardio,,232.0,Egg,,44.1,270.6,54.4,Muscle Gain,Snack,67.0,,2979.0,2747.0
Intermediate,Cardio,,180.0,Oats,,34.9,132.7,52.8,Fitness,Breakfast,62.0,,2745.0,2565.0
Intermediate,Cardio,,504.0,Paneer,,18.8,174.5,69.1,Weight Loss,Breakfast,32.0,,2714.0,2210.0
Intermediate,Cardio,,442.0,Paneer,,49.2,253.8,33.1,Fitness,Snack,39.0,,1715.0,1273.0
Intermediate,HIIT,,386.0,Chicken,,69.6,108.4,91.3,Fitness,Lunch,87.0,,2234.0,1848.0
Intermediate,Yoga,,852.0,Fish,,63.2,134.0,87.5,Weight Loss,Lunch,82.0,,2593.0,1741.0
Intermediate,Cardio,,839.0,Paneer,,50.7,257.3,78.0,Muscle Gain,Breakfast,56.0,,2574.0,1735.0
Intermediate,Yoga,,574.0,Milk,,19.8,276.2,79.7,Weight Loss,Lunch,65.0,,1759.0,1185.0
Beginner,Cardio,,364.0,Rice,,10.0,108.2,59.5,Muscle Gain,Dinner,39.0,,2204.0,1840.0
Beginner,Yoga,,602.0,Milk,,58.8,169.6,57.0,Muscle Gain,Breakfast,49.0,,1577.0,975.0
Advanced,Yoga,,609.0,Oats,,56.0,84.2,21.3,Muscle Gain,Snack,55.0,,2603.0,1994.0
Beginner,Strength,,594.0,Rice,,50.0,276.4,67.5,Weight Loss,Snack,79.0,,2119.0,1525.0
Beginner,Cardio,,449.0,Rice,,61.8,71.8,47.5,Weight Loss,Dinner,67.0,,2801.0,2352.0
Advanced,Yoga,,720.0,Fish,,63.0,94.0,10.8,Fitness,Breakfast,86.0,,1291.0,571.0
Intermediate,Cardio,,575.0,Fish,,49.4,219.9,14.2,Weight Loss,Dinner,81.0,,1655.0,1080.0
Intermediate,Cardio,,229.0,Fish,,21.5,234.3,80.7,Weight Loss,Dinner,60.0,,2370.0,2141.0
Intermediate,Yoga,,307.0,Milk,,10.9,60.3,12.7,Muscle Gain,Dinner,54.0,,1936.0,1629.0
Intermediate,HIIT,,581.0,Rice,,20.6,279.7,67.4,Fitness,Snack,87.0,,2066.0,1485.0
Intermediate,HIIT,,591.0,Rice,,31.9,188.5,42.8,Weight Loss,Lunch,63.0,,1254.0,663.0
Intermediate,Cardio,,732.0,Oats,,45.8,194.8,54.2,Fitness,Dinner,82.0,,2616.0,1884.0
Advanced,Cardio,,262.0,Fish,,25.5,101.9,70.8,Weight Loss,Dinner,58.0,,2999.0,2737.0
Beginner,Strength,,275.0,Egg,,54.0,134.0,26.1,Fitness,Snack,21.0,,1852.0,1577.0
Intermediate,HIIT,,391.0,Oats,,57.4,111.8,92.9,Weight Loss,Snack,68.0,,2144.0,1753.0
Intermediate,Cardio,,487.0,Oats,,37.3,294.1,26.6,Fitness,Dinner,20.0,,2214.0,1727.0
Advanced,HIIT,,649.0,Rice,,49.1,134.0,45.5,Fitness,Dinner,81.0,,2869.0,2220.0
Beginner,Strength,,884.0,Rice,,76.0,77.2,29.1,Muscle Gain,Dinner,76.0,,3320.0,2436.0
Intermediate,Cardio,,246.0,Chicken,,56.4,288.3,29.3,Weight Loss,Lunch,83.0,,1248.0,1002.0
Intermediate,Strength,,155.0,Rice,,54.7,183.5,10.0,Fitness,Breakfast,60.0,,1485.0,1330.0
Advanced,HIIT,,544.0,Fish,,54.5,298.5,45.6,Muscle Gain,Breakfast,33.0,,3152.0,2608.0
Advanced,HIIT,,584.0,Chicken,,14.4,129.7,85.8,Weight Loss,Dinner,29.0,,3429.0,2845.0
Intermediate,Yoga,,539.0,Fish,,59.4,121.4,68.5,Fitness,Breakfast,86.0,,1821.0,1282.0
Beginner,HIIT,,567.0,Rice,,15.5,158.5,42.1,Weight Loss,Breakfast,82.0,,1366.0,799.0
Beginner,HIIT,,580.0,Fruits,,14.6,267.6,21.8,Fitness,Dinner,59.0,,1217.0,637.0
Intermediate,Yoga,,550.0,Fruits,,31.0,257.7,93.5,Weight Loss,Snack,22.0,,1310.0,760.0
Intermediate,HIIT,,608.0,Paneer,,74.4,156.1,16.4,Muscle Gain,Breakfast,88.0,,3039.0,2431.0
Intermediate,Strength,,229.0,Egg,,11.8,95.1,15.7,Weight Loss,Dinner,40.0,,1328.0,1099.0
Beginner,Strength,,393.0,Milk,,19.8,283.8,65.9,Fitness,Breakfast,40.0,,1306.0,913.0
Advanced,Strength,,387.0,Rice,,79.2,166.2,24.7,Fitness,Breakfast,47.0,,3208.0,2821.0
Advanced,Cardio,,655.0,Chicken,,35.5,288.1,16.9,Fitness,Snack,39.0,,3385.0,2730.0
Advanced,Cardio,,400.0,Fish,,52.7,96.5,18.9,Muscle Gain,Snack,24.0,,2074.0,1674.0
Intermediate,Cardio,,414.0,Fish,,46.1,51.5,58.4,Muscle Gain,Lunch,71.0,,2062.0,1648.0
Beginner,Strength,,534.0,Egg,,71.4,203.4,46.6,Weight Loss,Dinner,40.0,,1279.0,745.0
Intermediate,HIIT,,604.0,Chicken,,43.9,245.1,74.9,Fitness,Dinner,78.0,,3459.0,2855.0
Beginner,HIIT,,387.0,Paneer,,29.1,292.6,87.8,Weight Loss,Dinner,64.0,,2841.0,2454.0
Intermediate,HIIT,,264.0,Fish,,74.2,117.5,62.3,Weight Loss,Lunch,26.0,,2222.0,1958.0
Advanced,Strength,,334.0,Milk,,45.6,287.5,70.5,Fitness,Lunch,60.0,,1886.0,1552.0
Intermediate,Yoga,,307.0,Milk,,51.8,114.9,77.3,Fitness,Breakfast,83.0,,1358.0,1051.0
Advanced,Strength,,287.0,Oats,,65.9,132.9,10.0,Weight Loss,Breakfast,63.0,,2282.0,1995.0
Intermediate,Yoga,,247.0,Milk,,66.5,156.7,74.1,Muscle Gain,Dinner,47.0,,2486.0,2239.0
Beginner,Strength,,651.0,Milk,,77.4,63.6,37.0,Muscle Gain,Breakfast,64.0,,1238.0,587.0
Beginner,HIIT,,563.0,Paneer,,67.9,272.6,34.2,Weight Loss,Snack,24.0,,3281.0,2718.0
Intermediate,Strength,,442.0,Vegetables,,21.7,247.1,90.6,Weight Loss,Dinner,28.0,,2584.0,2142.0
Advanced,HIIT,,486.0,Paneer,,18.7,279.5,74.0,Fitness,Lunch,49.0,,2984.0,2498.0
Advanced,HIIT,,752.0,Chicken,,28.4,294.5,11.7,Muscle Gain,Snack,38.0,,3058.0,2306.0
Beginner,Strength,,690.0,Egg,,17.1,199.5,63.4,Fitness,Lunch,30.0,,3421.0,2731.0
Intermediate,HIIT,,374.0,Fish,,69.1,279.9,90.8,Muscle Gain,Snack,62.0,,1967.0,1593.0
Beginner,HIIT,,362.0,Chicken,,51.8,141.4,16.8,Weight Loss,Snack,84.0,,1290.0,928.0
Beginner,Strength,,530.0,Paneer,,14.9,100.8,48.7,Muscle Gain,Dinner,31.0,,2715.0,2185.0
Intermediate,Cardio,,621.0,Chicken,,28.1,118.5,98.4,Muscle Gain,Lunch,70.0,,1540.0,919.0
Intermediate,Yoga,,420.0,Fruits,,63.7,279.8,34.5,Muscle Gain,Lunch,62.0,,2208.0,1788.0
Advanced,HIIT,,879.0,Milk,,67.2,116.3,33.9,Muscle Gain,Lunch,84.0,,1745.0,866.0
Intermediate,Strength,,478.0,Rice,,76.5,250.3,59.9,Weight Loss,Breakfast,74.0,,2730.0,2252.0
Advanced,HIIT,,848.0,Paneer,,48.5,283.3,58.6,Fitness,Snack,87.0,,1665.0,817.0
Beginner,Strength,,487.0,Egg,,25.6,208.1,82.7,Muscle Gain,Breakfast,68.0,,3180.0,2693.0
Advanced,Yoga,,380.0,Vegetables,,14.4,68.0,90.8,Fitness,Breakfast,28.0,,1328.0,948.0
Beginner,Strength,,284.0,Paneer,,57.0,107.0,24.9,Muscle Gain,Snack,79.0,,2850.0,2566.0
Intermediate,HIIT,,553.0,Oats,,20.6,214.2,24.8,Muscle Gain,Breakfast,22.0,,1712.0,1159.0
Beginner,Cardio,,412.0,Chicken,,24.3,274.0,81.2,Fitness,Lunch,35.0,,2369.0,1957.0
Beginner,Yoga,,292.0,Paneer,,54.4,118.2,83.3,Fitness,Snack,38.0,,2280.0,1988.0
Advanced,Yoga,,503.0,Milk,,43.6,187.2,28.5,Weight Loss,Dinner,55.0,,2595.0,2092.0
Advanced,Cardio,,551.0,Chicken,,17.3,257.4,81.5,Weight Loss,Snack,78.0,,1242.0,691.0
Advanced,Yoga,,797.0,Rice,,37.5,97.1,98.0,Muscle Gain,Snack,41.0,,2026.0,1229.0
Advanced,HIIT,,657.0,Oats,,28.5,126.4,48.9,Muscle Gain,Lunch,21.0,,1230.0,573.0
Beginner,Yoga,,787.0,Paneer,,73.4,112.9,18.7,Weight Loss,Lunch,63.0,,2768.0,1981.0
Advanced,Cardio,,208.0,Fruits,,14.5,181.6,26.9,Weight Loss,Breakfast,33.0,,1999.0,1791.0
Beginner,Yoga,,444.0,Oats,,67.3,135.4,69.2,Fitness,Breakfast,70.0,,2010.0,1566.0
Intermediate,Yoga,,250.0,Fruits,,18.2,144.0,26.5,Weight Loss,Dinner,22.0,,3247.0,2997.0
Advanced,Yoga,,598.0,Fish,,33.1,272.0,35.4,Fitness,Dinner,73.0,,3346.0,2748.0
Intermediate,Strength,,790.0,Fish,,59.2,97.3,75.2,Fitness,Lunch,38.0,,3387.0,2597.0
Beginner,HIIT,,244.0,Fruits,,46.1,199.2,75.3,Fitness,Snack,81.0,,2613.0,2369.0
Beginner,Cardio,,477.0,Fish,,21.2,279.5,32.4,Weight Loss,Breakfast,69.0,,2732.0,2255.0
Beginner,HIIT,,815.0,Vegetables,,41.5,247.4,45.0,Fitness,Snack,82.0,,3186.0,2371.0
Beginner,Strength,,166.0,Fruits,,34.9,275.5,12.4,Muscle Gain,Dinner,44.0,,2453.0,2287.0
Intermediate,Yoga,,394.0,Vegetables,,39.7,226.5,59.0,Muscle Gain,Breakfast,89.0,,2701.0,2307.0
Intermediate,Strength,,635.0,Fish,,77.9,104.7,45.8,Weight Loss,Breakfast,39.0,,2693.0,2058.0
Advanced,Cardio,,283.0,Fish,,23.2,204.6,49.5,Fitness,Snack,41.0,,1450.0,1167.0
Advanced,Cardio,,409.0,Rice,,55.0,216.2,37.9,Fitness,Lunch,57.0,,1523.0,1114.0
Advanced,HIIT,,715.0,Oats,,33.3,112.5,76.2,Fitness,Lunch,58.0,,1785.0,1070.0
Intermediate,Yoga,,766.0,Fish,,10.3,219.2,12.6,Fitness,Breakfast,56.0,,3097.0,2331.0
Advanced,Yoga,,724.0,Fish,,71.0,293.3,15.9,Muscle Gain,Breakfast,20.0,,2951.0,2227.0
Intermediate,Yoga,,262.0,Egg,,35.4,274.7,79.2,Fitness,Snack,88.0,,1454.0,1192.0
Advanced,HIIT,,727.0,Egg,,25.6,258.8,44.8,Weight Loss,Lunch,36.0,,2975.0,2248.0
Intermediate,Cardio,,621.0,Oats,,21.7,218.2,72.4,Weight Loss,Dinner,89.0,,1716.0,1095.0
Advanced,Cardio,,526.0,Rice,,26.0,299.2,45.4,Weight Loss,Dinner,69.0,,2786.0,2260.0
Intermediate,HIIT,,825.0,Milk,,64.8,172.6,48.4,Muscle Gain,Lunch,28.0,,2602.0,1777.0
Beginner,Cardio,,808.0,Oats,,28.7,277.7,56.7,Weight Loss,Breakfast,53.0,,1642.0,834.0
Advanced,Cardio,,664.0,Fruits,,16.5,220.9,94.3,Fitness,Lunch,58.0,,3222.0,2558.0
Beginner,Cardio,,742.0,Milk,,66.6,231.6,77.7,Fitness,Lunch,53.0,,2771.0,2029.0
Beginner,HIIT,,204.0,Oats,,55.9,97.6,25.9,Muscle Gain,Lunch,51.0,,3093.0,2889.0
Beginner,Yoga,,665.0,Paneer,,27.1,238.4,52.7,Muscle Gain,Snack,86.0,,1871.0,1206.0
Intermediate,Strength,,746.0,Chicken,,46.8,72.6,68.9,Muscle Gain,Snack,65.0,,1638.0,892.0
Advanced,Yoga,,720.0,Milk,,21.4,260.1,58.3,Muscle Gain,Dinner,27.0,,3413.0,2693.0
Intermediate,Strength,,837.0,Paneer,,24.7,154.4,39.9,Fitness,Dinner,58.0,,2057.0,1220.0
Advanced,HIIT,,800.0,Fish,,56.2,141.1,37.0,Muscle Gain,Breakfast,31.0,,2677.0,1877.0
Intermediate,Strength,,549.0,Rice,,41.8,59.1,25.7,Muscle Gain,Lunch,50.0,,2368.0,1819.0
Beginner,Yoga,,775.0,Egg,,34.8,53.5,18.8,Weight Loss,Breakfast,79.0,,3439.0,2664.0
Beginner,Cardio,,158.0,Egg,,27.5,193.1,65.1,Weight Loss,Snack,39.0,,2577.0,2419.0
Beginner,Cardio,,787.0,Vegetables,,53.5,183.6,38.3,Fitness,Breakfast,36.0,,2121.0,1334.0
Advanced,Cardio,,709.0,Chicken,,79.6,183.3,84.0,Fitness,Snack,37.0,,2532.0,1823.0
Intermediate,Yoga,,459.0,Oats,,65.8,162.0,77.3,Muscle Gain,Breakfast,81.0,,1661.0,1202.0
Beginner,Cardio,,701.0,Rice,,48.4,63.7,31.8,Weight Loss,Dinner,29.0,,2253.0,1552.0
Intermediate,Cardio,,570.0,Vegetables,,34.5,229.6,49.4,Weight Loss,Breakfast,61.0,,2942.0,2372.0
Intermediate,Yoga,,392.0,Oats,,39.3,70.7,43.8,Weight Loss,Snack,63.0,,3220.0,2828.0
Beginner,Strength,,245.0,Rice,,60.1,131.1,51.7,Fitness,Snack,77.0,,3458.0,3213.0
Advanced,Cardio,,717.0,Chicken,,68.9,246.4,64.7,Weight Loss,Lunch,79.0,,2981.0,2264.0
Intermediate,Strength,,518.0,Fish,,14.1,286.7,51.6,Fitness,Snack,43.0,,2061.0,1543.0
Beginner,Yoga,,516.0,Egg,,29.2,103.3,89.3,Fitness,Lunch,70.0,,2213.0,1697.0
Beginner,HIIT,,681.0,Chicken,,55.3,260.5,25.6,Fitness,Snack,72.0,,2146.0,1465.0
Advanced,Cardio,,356.0,Oats,,32.8,148.8,34.1,Weight Loss,Snack,51.0,,2995.0,2639.0
Beginner,Yoga,,229.0,Fruits,,65.7,52.3,13.3,Muscle Gain,Snack,60.0,,2151.0,1922.0
Advanced,Strength,,440.0,Paneer,,66.9,144.5,63.8,Fitness,Lunch,72.0,,1323.0,883.0
Advanced,Yoga,,463.0,Milk,,10.9,55.2,24.2,Muscle Gain,Snack,71.0,,2612.0,2149.0
Beginner,Strength,,448.0,Fish,,39.3,187.8,10.5,Muscle Gain,Dinner,45.0,,2616.0,2168.0
Intermediate,Cardio,,837.0,Fish,,37.5,133.6,97.2,Muscle Gain,Breakfast,35.0,,2978.0,2141.0
Intermediate,Strength,,530.0,Oats,,30.9,139.8,99.8,Muscle Gain,Dinner,84.0,,2154.0,1624.0
Advanced,Yoga,,608.0,Egg,,33.8,70.2,96.7,Fitness,Snack,41.0,,1501.0,893.0
Intermediate,Yoga,,201.0,Paneer,,34.9,217.9,62.8,Weight Loss,Dinner,87.0,,3028.0,2827.0
Intermediate,HIIT,,511.0,Egg,,67.4,73.2,57.8,Fitness,Dinner,77.0,,2462.0,1951.0
Beginner,HIIT,,439.0,Egg,,63.1,213.6,95.7,Muscle Gain,Lunch,80.0,,1986.0,1547.0
Beginner,Strength,,610.0,Rice,,30.9,243.4,51.4,Weight Loss,Breakfast,58.0,,3368.0,2758.0
Advanced,Yoga,,346.0,Fish,,35.6,199.3,48.2,Fitness,Dinner,25.0,,3331.0,2985.0
Advanced,HIIT,,342.0,Egg,,78.3,212.3,77.7,Weight Loss,Dinner,28.0,,2923.0,2581.0
Advanced,HIIT,,673.0,Milk,,40.5,214.1,93.9,Weight Loss,Snack,79.0,,2649.0,1976.0
Intermediate,HIIT,,324.0,Egg,,30.4,253.7,60.2,Fitness,Snack,76.0,,2145.0,1821.0
Beginner,HIIT,,898.0,Fruits,,70.9,90.4,72.1,Muscle Gain,Lunch,87.0,,2035.0,1137.0
Advanced,Cardio,,577.0,Vegetables,,51.9,142.0,98.7,Muscle Gain,Dinner,69.0,,3467.0,2890.0
Advanced,Strength,,198.0,Milk,,15.3,227.1,59.7,Muscle Gain,Lunch,73.0,,1396.0,1198.0
Advanced,Strength,,344.0,Egg,,13.4,289.3,99.0,Muscle Gain,Breakfast,78.0,,2706.0,2362.0
Intermediate,Yoga,,726.0,Egg,,71.0,229.6,66.6,Weight Loss,Snack,81.0,,2668.0,1942.0
Beginner,Cardio,,550.0,Egg,,40.2,278.6,35.4,Fitness,Dinner,53.0,,3014.0,2464.0
Advanced,Strength,,750.0,Egg,,44.2,208.5,90.0,Fitness,Dinner,33.0,,3309.0,2559.0
Intermediate,Cardio,,356.0,Oats,,58.4,108.1,55.5,Weight Loss,Snack,86.0,,2543.0,2187.0
Beginner,Cardio,,457.0,Egg,,51.7,135.7,75.2,Muscle Gain,Breakfast,75.0,,1916.0,1459.0
Beginner,Yoga,,416.0,Fruits,,64.7,144.0,41.5,Muscle Gain,Dinner,85.0,,1285.0,869.0
Beginner,Cardio,,719.0,Paneer,,11.6,119.3,93.2,Fitness,Dinner,28.0,,2984.0,2265.0
Advanced,HIIT,,601.0,Chicken,,26.6,82.5,38.1,Muscle Gain,Dinner,61.0,,2331.0,1730.0
Beginner,Strength,,896.0,Fish,,11.1,214.6,35.8,Weight Loss,Lunch,57.0,,2210.0,1314.0
Intermediate,HIIT,,621.0,Egg,,53.7,202.7,13.4,Muscle Gain,Breakfast,37.0,,2191.0,1570.0
Beginner,Cardio,,296.0,Fruits,,63.7,231.6,44.6,Weight Loss,Dinner,64.0,,1315.0,1019.0
Intermediate,HIIT,,514.0,Egg,,12.4,68.3,57.0,Weight Loss,Lunch,73.0,,1268.0,754.0
Intermediate,HIIT,,518.0,Fruits,,25.3,195.4,34.1,Muscle Gain,Dinner,82.0,,2196.0,1678.0
Intermediate,HIIT,,255.0,Rice,,79.7,229.3,61.5,Muscle Gain,Lunch,25.0,,3393.0,3138.0
Beginner,Cardio,,690.0,Fruits,,24.7,79.0,16.4,Muscle Gain,Breakfast,39.0,,2590.0,1900.0
Intermediate,Yoga,,241.0,Fish,,23.7,146.0,95.8,Weight Loss,Snack,31.0,,3001.0,2760.0
Intermediate,Strength,,261.0,Rice,,48.1,117.3,94.2,Muscle Gain,Breakfast,54.0,,1374.0,1113.0
Advanced,Yoga,,269.0,Fish,,22.0,250.4,51.8,Fitness,Snack,83.0,,1789.0,1520.0
Beginner,Strength,,266.0,Rice,,24.0,278.2,90.7,Weight Loss,Snack,61.0,,1341.0,1075.0
Intermediate,Cardio,,485.0,Rice,,61.6,138.9,72.6,Weight Loss,Dinner,87.0,,2324.0,1839.0
Advanced,Cardio,,722.0,Chicken,,70.6,240.9,25.9,Muscle Gain,Snack,60.0,,2414.0,1692.0
Intermediate,Yoga,,863.0,Paneer,,34.9,242.6,35.2,Muscle Gain,Snack,40.0,,2074.0,1211.0
Advanced,HIIT,,789.0,Milk,,34.5,264.1,84.4,Weight Loss,Snack,71.0,,3081.0,2292.0
Beginner,Strength,,737.0,Paneer,,42.7,154.2,43.7,Fitness,Lunch,50.0,,2227.0,1490.0
Intermediate,Cardio,,787.0,Oats,,71.3,130.4,58.2,Fitness,Breakfast,86.0,,2282.0,1495.0
Intermediate,Cardio,,668.0,Paneer,,27.8,87.2,19.1,Muscle Gain,Snack,41.0,,2233.0,1565.0
Beginner,Cardio,,697.0,Vegetables,,75.9,280.6,42.5,Weight Loss,Breakfast,55.0,,3473.0,2776.0
Beginner,HIIT,,593.0,Egg,,70.2,160.7,79.5,Weight Loss,Dinner,61.0,,1338.0,745.0
Advanced,HIIT,,208.0,Fruits,,11.1,50.8,99.5,Fitness,Lunch,51.0,,2350.0,2142.0
Advanced,Strength,,494.0,Paneer,,45.5,104.4,20.0,Fitness,Dinner,84.0,,2802.0,2308.0
Intermediate,HIIT,,318.0,Egg,,20.7,232.8,20.5,Weight Loss,Snack,58.0,,1281.0,963.0
Intermediate,Strength,,894.0,Rice,,47.0,280.6,16.7,Weight Loss,Snack,48.0,,2862.0,1968.0
Intermediate,Cardio,,561.0,Egg,,37.9,259.8,11.3,Weight Loss,Lunch,52.0,,1853.0,1292.0
Intermediate,Yoga,,580.0,Paneer,,31.3,273.4,23.0,Fitness,Snack,22.0,,3066.0,2486.0
Advanced,HIIT,,259.0,Milk,,13.1,189.1,59.9,Weight Loss,Dinner,31.0,,1742.0,1483.0
Beginner,HIIT,,770.0,Paneer,,58.3,295.4,33.4,Fitness,Breakfast,21.0,,2449.0,1679.0
Advanced,Yoga,,585.0,Fish,,73.4,242.8,40.5,Weight Loss,Snack,62.0,,3468.0,2883.0
Advanced,HIIT,,218.0,Chicken,,67.1,184.3,84.7,Fitness,Snack,81.0,,2079.0,1861.0
Beginner,Cardio,,461.0,Rice,,62.8,165.7,58.1,Fitness,Snack,33.0,,2080.0,1619.0
Intermediate,Yoga,,524.0,Oats,,38.7,52.7,59.7,Fitness,Snack,26.0,,3481.0,2957.0
Intermediate,Cardio,,506.0,Paneer,,65.0,164.5,76.3,Fitness,Lunch,33.0,,1356.0,850.0
Beginner,HIIT,,532.0,Milk,,16.6,52.1,97.8,Fitness,Dinner,67.0,,3392.0,2860.0
Beginner,Cardio,,224.0,Milk,,23.3,131.5,53.0,Muscle Gain,Snack,66.0,,1253.0,1029.0
Advanced,Cardio,,655.0,Egg,,46.2,152.4,75.4,Fitness,Lunch,71.0,,3289.0,2634.0
Beginner,Yoga,,314.0,Rice,,69.4,274.1,65.1,Weight Loss,Snack,73.0,,3008.0,2694.0
Intermediate,Cardio,,609.0,Vegetables,,44.3,168.4,99.5,Weight Loss,Dinner,60.0,,3310.0,2701.0
Beginner,Yoga,,579.0,Vegetables,,61.8,207.3,11.2,Weight Loss,Snack,72.0,,2992.0,2413.0
Beginner,Strength,,154.0,Paneer,,28.9,82.9,71.7,Fitness,Dinner,20.0,,1460.0,1306.0
Beginner,Yoga,,425.0,Milk,,11.9,137.9,68.7,Weight Loss,Snack,27.0,,3099.0,2674.0
Intermediate,Yoga,,689.0,Fish,,53.5,232.3,25.6,Weight Loss,Snack,28.0,,2683.0,1994.0
Beginner,HIIT,,220.0,Paneer,,42.9,55.1,59.3,Fitness,Breakfast,84.0,,1398.0,1178.0
Intermediate,HIIT,,586.0,Paneer,,66.6,205.9,33.4,Weight Loss,Lunch,59.0,,2143.0,1557.0
Intermediate,Yoga,,668.0,Chicken,,39.7,249.8,30.2,Fitness,Lunch,76.0,,1806.0,1138.0
Beginner,Strength,,720.0,Rice,,47.0,97.0,63.7,Muscle Gain,Snack,78.0,,1386.0,666.0
Intermediate,HIIT,,815.0,Chicken,,40.7,243.8,55.6,Fitness,Dinner,52.0,,2552.0,1737.0
Advanced,Yoga,,729.0,Chicken,,22.4,114.6,45.2,Weight Loss,Lunch,29.0,,1766.0,1037.0
Beginner,Cardio,,830.0,Milk,,64.8,274.0,12.7,Fitness,Lunch,26.0,,3053.0,2223.0
Advanced,Strength,,257.0,Rice,,45.9,284.2,50.1,Weight Loss,Lunch,52.0,,2411.0,2154.0
Beginner,HIIT,,899.0,Paneer,,65.2,221.4,95.9,Muscle Gain,Lunch,88.0,,3280.0,2381.0
Advanced,Cardio,,402.0,Vegetables,,66.6,242.7,93.0,Fitness,Breakfast,66.0,,1454.0,1052.0
Advanced,Yoga,,766.0,Paneer,,22.1,292.9,40.8,Weight Loss,Dinner,49.0,,1521.0,755.0
Beginner,HIIT,,387.0,Milk,,36.9,155.8,79.3,Weight Loss,Lunch,23.0,,3101.0,2714.0
Intermediate,Cardio,,648.0,Fish,,64.0,65.2,46.7,Muscle Gain,Snack,24.0,,1214.0,566.0
Intermediate,Yoga,,804.0,Fruits,,46.0,101.6,68.9,Weight Loss,Dinner,76.0,,1835.0,1031.0
Beginner,Cardio,,199.0,Rice,,51.2,93.4,27.1,Muscle Gain,Breakfast,74.0,,3377.0,3178.0
Beginner,Cardio,,431.0,Vegetables,,16.1,272.8,54.8,Weight Loss,Snack,39.0,,1902.0,1471.0
Beginner,Cardio,,482.0,Milk,,37.7,192.6,61.0,Weight Loss,Snack,35.0,,1366.0,884.0
